"Label","Sample_ID","Condition","Identifiant","Groupe_de_Fibre","Type_de_Mesure","Area","Mean","StdDev","Min","Max","Major","Minor","Angle","Circ.","IntDen","Median","Skew","Kurt","X.Area","RawIntDen","Slice","AR","Round","Solidity","MinThr","MaxThr","Moyenne_Background","Repos","VMA","AIT","Repos_centrage","VMA_centrage"
"0516-0110","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",284,10.666,4.1,8,32,22.671,15.95,40.585,0.912,4785,16,1.036,1.545,100,4785,1,1.421,0.704,0.983,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0531-0264","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",215,15.891,8.162,8,49,17.916,15.28,9.548,0.973,4746,21,0.89,0.602,100,4746,1,1.173,0.853,0.991,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0537-0028","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",323,11.266,4.915,8,33,25.404,16.188,73.841,0.761,5636,17,0.485,0.06,100,5636,1,1.569,0.637,0.918,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0554-1375","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",275,23.937,10.38,10,54,24.6,14.234,82.209,0.845,8283,29,0.107,-0.977,100,8283,1,1.728,0.579,1.005,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0557-1054","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",97,10.271,5.725,7,30,16.055,7.693,119.502,0.773,1596,16,0.269,-0.859,100,1596,1,2.087,0.479,0.985,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0560-0258","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",247,20.307,6.557,11,40,29.519,10.654,104.696,0.668,6543,27,-0.252,-0.629,100,6543,1,2.771,0.361,0.929,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0610-1412","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",140,39.231,10.025,22,65,18.098,9.849,132.934,0.792,6358,45,-0.143,-0.778,100,6358,1,1.837,0.544,0.976,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0617-1440","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",114,6.799,1.755,9,19,20.384,7.121,158.583,0.636,1480,13,0.264,0.705,100,1480,1,2.863,0.349,0.95,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0625-0396","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",292,23.933,14.144,9,79,24.754,15.019,142.729,0.859,8794,29,0.462,-0.332,100,8794,1,1.648,0.607,1.014,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0634-1170","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",445,55.06,23.844,19,121,36.535,15.508,41.295,0.714,27253,57,0.423,-0.798,100,27253,1,2.356,0.424,0.987,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0645-1484","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",141,34.569,8.54,23,59,16.427,10.929,158.291,0.877,5746,41,-0.021,-0.835,100,5746,1,1.503,0.665,0.976,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0653-1097","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",182,16.669,5.532,10,34,18.519,12.513,144.142,0.899,4159,24,-0.348,-0.647,100,4159,1,1.48,0.676,0.995,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0656-1132","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",406,28.248,10.378,12,63,30.325,17.047,45.911,0.839,13979,32,0.56,-0.382,100,13979,1,1.779,0.562,0.989,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0686-1486","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",149,75.441,17.855,39,128,19.355,9.802,95.63,0.781,12162,83,-0.039,-0.214,100,12162,1,1.975,0.506,0.958,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0725-0190","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",192,32.817,14.87,15,69,24.622,9.929,16.58,0.665,7488,37,0.232,-1.313,100,7488,1,2.48,0.403,1.016,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0738-0117","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",241,10.344,5.602,8,32,29.384,10.443,173.4,0.687,3983,15,0.849,-0.231,100,3983,1,2.814,0.355,0.976,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0742-0045","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",178,13.278,5.665,9,35,21.761,10.415,169.545,0.809,3464,20,0.089,-0.659,100,3464,1,2.09,0.479,0.994,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0769-0293","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",259,13.064,8.843,7,58,32.852,10.038,103.416,0.553,4985,17,1.81,3.967,100,4985,1,3.273,0.306,1.002,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0827-1405","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",209,6.793,3.565,8,23,18.486,14.395,117.848,0.929,2712,12,0.899,-0.033,100,2712,1,1.284,0.779,0.998,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0860-0308","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",512,29.657,15.785,10,82,32.945,19.788,98.216,0.848,18350,34,0.336,-0.756,100,18350,1,1.665,0.601,0.996,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0888-0613","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",349,9.144,3.73,8,27,30.437,14.599,90.804,0.768,5349,15,0.46,-0.064,100,5349,1,2.085,0.48,0.96,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0890-0340","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",201,20.449,15.457,8,74,20.194,12.673,169.552,0.881,5353,22,0.985,0.102,100,5353,1,1.594,0.628,0.969,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0912-0549","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",499,23.122,9.724,13,78,28.66,22.168,62.767,0.937,14623,27,1.626,3.275,100,14623,1,1.293,0.773,1.005,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0920-0796","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",355,10.896,6.73,7,42,27.601,16.376,53.266,0.763,6063,15,1.166,1.074,100,6063,1,1.685,0.593,0.961,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0932-0646","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",140,2.253,1.047,6,11,14.418,12.363,116.603,0.954,1181,8,-0.15,-0.217,100,1181,1,1.166,0.858,0.996,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0933-1429","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",172,27.561,14.371,12,68,18.094,12.103,127.444,0.915,5804,33,0.28,-0.939,100,5804,1,1.495,0.669,0.966,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0951-0777","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",107,38.107,14.635,17,79,15.854,8.593,50.636,0.838,4739,44,0.179,-0.751,100,4739,1,1.845,0.542,0.947,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"0973-0427","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",161,38.413,17.016,11,89,21.36,9.597,168.71,0.712,7180,45,0.112,-0.649,100,7180,1,2.226,0.449,0.982,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1023-0153","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",124,43.914,20.877,13,95,13.847,11.402,138.928,0.902,6212,52,-0.005,-0.829,100,6212,1,1.214,0.823,0.954,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1031-0752","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",126,19.174,6.095,14,40,17.543,9.145,77.27,0.796,3195,25,0.268,-0.72,100,3195,1,1.918,0.521,0.966,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1056-0451","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",126,19.19,10.122,12,50,13.867,11.569,86.962,0.924,3197,21,0.979,-0.241,100,3197,1,1.199,0.834,0.992,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1122-0423","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",158,22.899,8.264,14,52,14.98,13.43,36.422,0.901,4595,28,0.619,-0.111,100,4595,1,1.115,0.897,0.94,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1138-0349","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",239,34.729,15.624,15,81,24.232,12.558,27.119,0.829,9778,37,0.65,-0.516,100,9778,1,1.93,0.518,1.011,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1150-1016","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",193,37.392,18.106,11,86,22.863,10.748,41.398,0.782,8410,42,0.218,-0.828,100,8410,1,2.127,0.47,0.951,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1155-1037","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",139,35.357,10.635,26,71,17.036,10.388,108.689,0.843,5774,39,0.703,-0.471,100,5774,1,1.64,0.61,0.952,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1156-0038","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",181,12.364,6.734,8,35,17.789,12.955,8.715,0.926,3357,18,0.575,-0.661,100,3357,1,1.373,0.728,1,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1174-0723","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",152,7.442,2.985,8,21,16.976,11.4,100.44,0.9,2071,14,0.231,-0.586,100,2071,1,1.489,0.672,0.981,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1239-0890","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",278,13.126,5.186,8,35,21.847,16.202,130.25,0.91,5368,19,0.221,-0.433,100,5368,1,1.348,0.742,1.016,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1249-0560","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",305,5.892,3,7,24,23.096,16.814,34.545,0.926,3683,11,0.918,0.573,100,3683,1,1.374,0.728,1,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1257-0316","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",215,24.808,12.77,13,65,21.183,12.923,74.838,0.897,6663,27,0.611,-0.819,100,6663,1,1.639,0.61,0.998,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1257-1102","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",130,4.532,1.69,7,15,16.982,9.747,82.051,0.853,1393,10,0.443,-0.247,100,1393,1,1.742,0.574,1,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1299-0777","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",295,30.495,12.379,11,66,22.791,16.48,102.914,0.844,10820,38,0.069,-0.604,100,10820,1,1.383,0.723,1.003,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1300-0522","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",332,22.468,10.336,11,55,23.527,17.967,53.11,0.832,9512,27,0.318,-0.943,100,9512,1,1.309,0.764,0.964,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1333-0382","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",519,38.054,20.39,11,101,36.699,18.006,61.492,0.786,22959,43,0.33,-0.751,100,22959,1,2.038,0.491,0.979,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1337-0510","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",441,14.781,6.811,7,42,27.333,20.543,98.126,0.936,9245,20,0.686,0.132,100,9245,1,1.331,0.752,0.989,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1344-1101","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",145,28.796,6.304,23,50,18.883,9.777,110.734,0.776,5072,35,0.146,-0.915,100,5072,1,1.931,0.518,0.963,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1385-0847","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",135,13.758,7.799,7,38,24.071,7.141,125.879,0.522,2692,18,0.454,-0.9,100,2692,1,3.371,0.297,0.957,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1437-0296","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",301,10.378,7.204,6,38,26.727,14.339,23.638,0.833,4985,14,0.719,-0.484,100,4985,1,1.864,0.536,0.979,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1441-0699","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",152,10.56,7.961,7,41,19.527,9.911,22.857,0.82,2545,14,0.974,0.226,100,2545,1,1.97,0.508,0.993,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1451-0109","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",521,28.539,15.733,9,72,32.156,20.629,43.962,0.821,18090,32,0.279,-1.12,100,18090,1,1.559,0.642,0.966,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
"1497-0490","946_Plan6-P2_AIT6","Exercice Aigu Intermittent","AIT6","Fibre IIb/IIx","lactylated_nuclei",176,32.936,17.709,12,78,17.647,12.699,178.115,0.933,6885,37,0.199,-1.05,100,6885,1,1.39,0.72,1,0,255,6.183,3.8,7.6,6.8,0.585396393331078,0.0678257910853777
